zone_id,localite,region,latitude,longitude,altitude_m,pente_pct,distance_plan_eau_m,type_sol,occupation_sol,taux_impermeabilisation_pct,densite_pop_hab_km2,reseau_assainissement,profondeur_nappe_m,nb_inondations_2005_2014,annee,pluie_max_24h_mm,pluie_max_72h_mm,nb_jours_pluie,cumul_pluie_hivernage_mm,hauteur_crue_fleuve_m,is_riverain,indice_pluie_impermeabilisation,log_distance_plan_eau,zone_basse,assainissement_score,historique_frequence,probabilite_inondation,niveau_risque,facteur_dominant,facteur_dominant_label
Z0347,Kolda,Kolda,12.88891,-14.95215,29.3,1.35,240,Sableux,Agricole,29.2,161,Complet,6.9,0,2025,120.0,192.0,75.0,1108.67,0.0,0,35.04,5.484796933490655,0,2,0.0,0.6659852848481428,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0348,Kolda,Kolda,12.88011,-14.94564,40.1,0.84,485,Sableux,Agricole,0.0,258,Partiel,7.2,0,2025,120.0,192.0,70.8,1070.03,0.0,0,0.0,6.186208623900494,0,1,0.0,0.7248384616805689,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0349,Kolda,Kolda,12.89394,-14.9448,40.8,6.11,351,Argilo-sableux,Agricole,0.4,222,Partiel,7.4,0,2025,120.0,192.0,82.0,1233.44,0.0,0,0.48,5.863631175598097,0,1,0.0,0.5632911045565718,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0350,Kolda,Kolda,12.90095,-14.96035,25.0,0.3,696,Hydromorphe,Zone humide (Niayes/bas-fond),38.3,141,Partiel,0.2,2,2025,120.0,192.0,71.9,1045.84,0.0,0,45.96,6.546785410760524,1,1,0.2,0.9736065005594738,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0351,Sédhiou,Sédhiou,12.73239,-15.57694,12.3,0.02,1038,Hydromorphe,Zone humide (Niayes/bas-fond),20.2,307,Partiel,1.8,1,2025,120.0,192.0,72.0,1139.42,0.0,0,24.24,6.946013991099227,1,1,0.1,0.9634937986413392,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0352,Sédhiou,Sédhiou,12.72051,-15.53261,6.4,0.09,449,Argilo-sableux,Agricole,5.5,197,Partiel,3.5,0,2025,120.0,192.0,76.2,1253.4900000000002,0.0,0,6.6,6.1092475827643655,1,1,0.0,0.9314812316595185,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0353,Sédhiou,Sédhiou,12.70881,-15.55343,8.7,2.76,674,Argilo-sableux,Urbain lâche,51.8,4995,Partiel,1.8,0,2025,120.0,192.0,82.1,1185.81,0.0,0,62.16,6.51471269087253,1,1,0.0,0.9138375163902815,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0354,Sédhiou,Sédhiou,12.71043,-15.56671,15.5,1.76,800,Argileux,Urbain lâche,50.3,3868,Complet,4.0,0,2025,120.0,192.0,83.6,1329.79,0.0,0,60.36,6.68586094706836,0,2,0.0,0.7272756343782616,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0355,Sédhiou,Sédhiou,12.72114,-15.55619,13.6,1.59,474,Hydromorphe,Zone humide (Niayes/bas-fond),28.6,137,Partiel,3.8,1,2025,120.0,192.0,74.7,1305.41,0.0,0,34.32,6.163314804034641,1,1,0.1,0.9638283314158645,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0356,Sédhiou,Sédhiou,12.72764,-15.52638,20.2,0.69,1255,Hydromorphe,Zone humide (Niayes/bas-fond),32.9,259,Complet,1.7,0,2025,120.0,192.0,79.5,1373.67,0.0,0,39.48,7.135687347028144,0,2,0.0,0.7745694776639047,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0357,Sédhiou,Sédhiou,12.71445,-15.56935,14.4,0.83,573,Hydromorphe,Agricole,13.6,254,Complet,3.7,0,2025,120.0,192.0,82.8,1229.41,0.0,0,16.32,6.352629396319567,0,2,0.0,0.7277891206337775,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0358,Sédhiou,Sédhiou,12.70768,-15.54663,29.5,0.9,517,Argilo-sableux,Urbain dense,70.7,11733,Aucun,6.0,0,2025,120.0,192.0,66.7,1013.72,0.0,0,84.84,6.249975242259483,0,0,0.0,0.8415382140684117,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0359,Sédhiou,Sédhiou,12.71275,-15.56968,5.1,0.13,1155,Latéritique,Agricole,22.6,155,Partiel,3.3,1,2025,120.0,192.0,74.6,1129.4,0.0,0,27.12,7.052721049232323,1,1,0.1,0.9530183506788136,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0360,Sédhiou,Sédhiou,12.71974,-15.539,22.7,0.39,2226,Argileux,Agricole,10.8,521,Partiel,4.9,1,2025,120.0,192.0,82.8,1254.97,0.0,0,12.96,7.708410667257367,0,1,0.1,0.8472370330143092,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0361,Sédhiou,Sédhiou,12.71697,-15.53692,9.8,0.83,508,Hydromorphe,Urbain lâche,53.7,3031,Complet,3.3,0,2025,120.0,192.0,75.9,1166.83,0.0,0,64.44,6.2324480165505225,1,2,0.0,0.8856595024400711,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0362,Sédhiou,Sédhiou,12.70879,-15.5529,14.1,1.01,734,Argilo-sableux,Agricole,11.2,288,Complet,2.8,0,2025,120.0,192.0,81.7,1169.6799999999998,0.0,0,13.44,6.5998704992128365,0,2,0.0,0.661471494713229,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0363,Tambacounda,Tambacounda,13.78272,-13.65999,27.5,0.7,908,Latéritique,Agricole,0.2,166,Partiel,5.1,0,2025,120.0,192.0,49.5,682.35,0.0,0,0.24,6.812345094177479,1,1,0.0,0.8789771144090722,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0364,Tambacounda,Tambacounda,13.77036,-13.67162,37.4,1.67,590,Argilo-sableux,Urbain lâche,45.0,5822,Complet,7.0,0,2025,120.0,192.0,59.3,829.93,0.0,0,54.0,6.3818160174060985,0,2,0.0,0.5938261097441405,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0365,Tambacounda,Tambacounda,13.79481,-13.68059,27.5,4.53,1620,Hydromorphe,Zone humide (Niayes/bas-fond),40.9,221,Aucun,2.8,0,2025,120.0,192.0,56.6,813.38,0.0,0,49.08,7.390798521735676,1,0,0.0,0.9234391642247417,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0366,Tambacounda,Tambacounda,13.76792,-13.65559,37.0,0.86,1688,Latéritique,Agricole,9.2,207,Partiel,9.2,0,2025,120.0,192.0,53.6,736.6899999999999,0.0,0,11.04,7.4318919168078,0,1,0.0,0.7165687383717109,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0367,Tambacounda,Tambacounda,13.78113,-13.66686,47.1,3.59,2837,Sableux,Urbain lâche,43.8,3516,Aucun,9.2,0,2025,120.0,192.0,57.3,819.9100000000001,0.0,0,52.56,7.950854857719988,0,0,0.0,0.6512520956801829,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0368,Tambacounda,Tambacounda,13.78401,-13.69143,58.9,1.21,522,Argilo-sableux,Urbain dense,74.1,19553,Complet,10.4,0,2025,120.0,192.0,65.4,953.85,0.0,0,88.92,6.259581464064923,0,2,0.0,0.5086927099869087,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0369,Tambacounda,Tambacounda,13.78574,-13.68413,45.2,0.55,752,Latéritique,Urbain dense,74.3,15198,Complet,7.4,0,2025,120.0,192.0,61.1,845.3399999999999,0.0,0,89.16,6.6240652277998935,0,2,0.0,0.5735616932736809,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0370,Tambacounda,Tambacounda,13.76483,-13.66103,46.9,2.7,951,Hydromorphe,Zone humide (Niayes/bas-fond),43.5,118,Complet,2.4,0,2025,120.0,192.0,62.6,903.8100000000001,0.0,0,52.2,6.858565034791365,0,2,0.0,0.6351424137126432,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0371,Tambacounda,Tambacounda,13.79219,-13.66073,33.7,0.09,15828,Hydromorphe,Agricole,0.0,301,Aucun,7.5,3,2025,120.0,192.0,53.6,785.25,0.0,0,0.0,9.669598979685738,1,0,0.3,0.88864237069193,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0372,Tambacounda,Tambacounda,13.77322,-13.66817,17.3,1.39,619,Argilo-sableux,Urbain lâche,60.5,5644,Aucun,5.5,2,2025,120.0,192.0,70.7,1051.15,0.0,0,72.6,6.429719478039138,1,0,0.2,0.9752509262229551,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0373,Tambacounda,Tambacounda,13.75795,-13.6685,17.5,1.35,2952,Argileux,Urbain lâche,62.7,5565,Aucun,4.9,5,2025,120.0,192.0,63.1,906.3700000000001,0.0,0,75.24,7.990576881743923,1,0,0.5,0.9888854086677604,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0374,Bakel,Tambacounda,14.9021,-12.43593,11.4,1.14,435,Latéritique,Urbain lâche,62.1,5756,Partiel,4.0,3,2025,120.0,192.0,57.2,783.78,8.8886,1,74.52,6.077642243349034,1,1,0.3,0.990220527812372,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0375,Bakel,Tambacounda,14.91573,-12.46508,26.8,4.79,464,Latéritique,Agricole,12.0,77,Partiel,6.3,0,2025,120.0,192.0,54.5,769.15,9.4892,1,14.4,6.142037405587356,0,1,0.0,0.8591543164951896,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0376,Bakel,Tambacounda,14.89533,-12.44243,31.7,0.82,916,Sableux,Agricole,27.8,165,Partiel,7.0,0,2025,120.0,192.0,53.5,781.4100000000001,9.266599999999999,1,33.36,6.821107472256465,0,1,0.0,0.8902853046252377,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0377,Bakel,Tambacounda,14.89231,-12.46385,24.0,0.98,560,Argileux,Urbain lâche,65.3,9605,Partiel,5.1,1,2025,120.0,192.0,56.6,797.65,9.671199999999999,1,78.36,6.329720905522696,1,1,0.1,0.9856789587177888,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0378,Bakel,Tambacounda,14.91446,-12.45795,19.6,1.78,217,Hydromorphe,Zone humide (Niayes/bas-fond),25.5,165,Partiel,1.8,2,2025,120.0,192.0,58.9,816.02,10.472,1,30.6,5.384495062789089,1,1,0.2,0.9921727611856868,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0379,Bakel,Tambacounda,14.91183,-12.46283,22.5,3.59,339,Hydromorphe,Végétation naturelle,10.0,140,Partiel,6.1,0,2025,120.0,192.0,59.1,827.49,9.9834,1,12.0,5.8289456176102075,1,1,0.0,0.9297059812009008,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0380,Bakel,Tambacounda,14.90185,-12.44901,25.3,0.69,528,Sableux,Agricole,21.0,218,Aucun,5.8,1,2025,120.0,192.0,55.9,784.85,9.1238,1,25.2,6.270988431858299,0,0,0.1,0.9552548762430577,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0381,Bakel,Tambacounda,14.92015,-12.45263,33.1,2.38,266,Latéritique,Agricole,0.0,179,Partiel,7.8,0,2025,120.0,192.0,53.0,760.6800000000001,9.935799999999999,1,0.0,5.58724865840025,0,1,0.0,0.9021678149844372,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0382,Kédougou,Kédougou,12.54651,-12.20627,93.7,1.2,1212,Argileux,Urbain lâche,54.6,2393,Aucun,18.3,2,2025,120.0,192.0,85.0,1312.48,0.0,0,65.52,7.10085190894405,1,0,0.2,0.8979150874757427,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0383,Kédougou,Kédougou,12.53722,-12.19014,185.2,0.79,1436,Latéritique,Agricole,8.4,171,Partiel,33.2,0,2025,120.0,192.0,82.3,1279.44,0.0,0,10.08,7.270312886079025,0,1,0.0,0.1424540384231717,Faible,altitude_m,Faible altitude
Z0384,Kédougou,Kédougou,12.56187,-12.17462,130.2,0.32,612,Latéritique,Agricole,15.3,185,Complet,23.4,0,2025,120.0,192.0,75.4,1180.6299999999999,0.0,0,18.36,6.418364935936212,0,2,0.0,0.22942342062663768,Faible,pluie_max_24h_mm,Pluie extrême (24h)
Z0385,Kédougou,Kédougou,12.56162,-12.17606,54.3,1.9,1158,Sableux,Urbain lâche,69.6,5872,Partiel,10.1,0,2025,120.0,192.0,85.1,1250.1,0.0,0,83.52,7.055312843339752,1,1,0.0,0.8391554653391954,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0386,Kédougou,Kédougou,12.57411,-12.17654,87.4,4.44,747,Hydromorphe,Zone humide (Niayes/bas-fond),29.3,181,Complet,0.8,0,2025,120.0,192.0,78.0,1140.03,0.0,0,35.16,6.617402977974478,1,2,0.0,0.5670593152215347,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0387,Kédougou,Kédougou,12.55235,-12.18298,153.9,3.68,1179,Hydromorphe,Zone humide (Niayes/bas-fond),24.2,297,Complet,0.2,0,2025,120.0,192.0,80.6,1177.04,0.0,0,29.04,7.07326971745971,0,2,0.0,0.1581127733958772,Faible,altitude_m,Faible altitude
Z0388,Kédougou,Kédougou,12.56133,-12.19252,125.6,0.95,484,Argileux,Urbain lâche,32.1,3662,Aucun,21.1,0,2025,120.0,192.0,84.8,1358.24,0.0,0,38.52,6.184148890937483,0,0,0.0,0.5650870574031163,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0389,Kédougou,Kédougou,12.55537,-12.18078,115.1,1.96,176,Hydromorphe,Végétation naturelle,0.0,55,Complet,19.4,0,2025,120.0,192.0,82.3,1339.27,0.0,0,0.0,5.176149732573829,0,2,0.0,0.18208586188049758,Faible,pluie_max_24h_mm,Pluie extrême (24h)
Z0390,Kédougou,Kédougou,12.53697,-12.18257,108.8,1.85,532,Latéritique,Agricole,4.5,102,Partiel,20.9,0,2025,120.0,192.0,81.1,1390.69,0.0,0,5.4,6.278521424165844,0,1,0.0,0.4322627179930876,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0391,Kédougou,Kédougou,12.56296,-12.18625,87.8,2.76,1582,Latéritique,Urbain lâche,57.3,6021,Partiel,18.6,1,2025,120.0,192.0,85.2,1253.95,0.0,0,68.76,7.367077059881012,1,1,0.1,0.7612513951099832,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0392,Kédougou,Kédougou,12.56402,-12.18757,98.3,1.9,548,Argileux,Agricole,1.0,98,Aucun,17.4,0,2025,120.0,192.0,76.8,1127.3200000000002,0.0,0,1.2,6.3080984415095305,1,0,0.0,0.765218768916932,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0393,Matam,Matam,15.65782,-13.26256,12.1,0.58,311,Hydromorphe,Urbain dense,66.0,10296,Aucun,5.0,10,2025,120.0,192.0,27.4,394.57000000000005,10.6092,1,79.2,5.7430031878094825,1,0,1.0,0.9995215988825377,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0394,Matam,Matam,15.64477,-13.23488,20.4,0.29,720,Sableux,Agricole,27.4,170,Partiel,4.9,0,2025,120.0,192.0,30.6,420.45,9.2358,1,32.88,6.580639137284949,0,1,0.0,0.9184151394886919,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0395,Matam,Matam,15.68514,-13.23417,15.5,0.21,621,Argileux,Agricole,19.7,162,Aucun,5.2,4,2025,120.0,192.0,32.9,477.01000000000005,9.2778,1,23.64,6.432940092739179,1,0,0.4,0.9952827237495202,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0396,Matam,Matam,15.67108,-13.26199,15.5,2.27,1756,Hydromorphe,Zone humide (Niayes/bas-fond),36.8,255,Partiel,2.9,1,2025,120.0,192.0,32.1,426.41999999999996,9.149,1,44.16,7.471363088187097,1,1,0.1,0.9745174719551533,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0397,Matam,Matam,15.65864,-13.26592,20.7,1.01,248,Argilo-sableux,Végétation naturelle,5.7,180,Partiel,6.5,1,2025,120.0,192.0,31.7,472.28000000000003,9.1938,1,6.84,5.517452896464707,0,1,0.1,0.8950128188863526,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0398,Matam,Matam,15.66677,-13.24912,17.0,0.74,339,Argileux,Agricole,24.1,100,Aucun,4.6,0,2025,120.0,192.0,26.1,377.15,9.249799999999999,1,28.92,5.8289456176102075,0,0,0.0,0.9652747482832105,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0399,Matam,Matam,15.644,-13.26633,15.6,0.21,174,Argilo-sableux,Urbain dense,83.2,30189,Partiel,4.1,4,2025,120.0,192.0,28.9,418.32,9.3884,1,99.84,5.1647859739235145,0,1,0.4,0.9912681146544757,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0400,Matam,Matam,15.6879,-13.25252,16.0,0.3,1770,Hydromorphe,Zone humide (Niayes/bas-fond),34.1,253,Partiel,1.3,1,2025,120.0,192.0,27.0,411.15,9.6054,1,40.92,7.479299637782834,0,1,0.1,0.9661806626053326,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0401,Matam,Matam,15.65685,-13.26943,10.8,0.47,974,Argilo-sableux,Urbain dense,88.1,26513,Aucun,1.8,2,2025,120.0,192.0,27.1,424.76000000000005,10.4412,1,105.72,6.882437470997847,1,0,0.2,0.9949453116124184,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0402,Matam,Matam,15.66414,-13.24303,20.5,1.23,1530,Latéritique,Agricole,18.8,148,Aucun,7.6,0,2025,120.0,192.0,38.9,493.37000000000006,10.235399999999998,1,22.56,7.333676395657684,0,0,0.0,0.9508453367822066,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0403,Matam,Matam,15.66043,-13.25956,14.1,0.69,550,Argileux,Urbain lâche,66.0,2597,Aucun,5.0,5,2025,120.0,192.0,31.7,446.93,10.1976,1,79.2,6.311734809152915,1,0,0.5,0.9980252471012568,Très élevé,hauteur_crue_fleuve_m,Crue du fleuve
Z0404,Fatick,Fatick,14.33406,-16.42893,9.9,0.69,945,Hydromorphe,Végétation naturelle,2.8,256,Partiel,2.3,1,2025,120.0,192.0,46.4,694.31,0.0,0,3.36,6.852242569051878,0,1,0.1,0.8136246980636511,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0405,Fatick,Fatick,14.31815,-16.41773,1.6,0.41,123,Hydromorphe,Zone humide (Niayes/bas-fond),14.6,271,Complet,1.9,1,2025,120.0,192.0,44.0,646.22,0.0,0,17.52,4.820281565605037,1,2,0.1,0.9500233422565318,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0406,Fatick,Fatick,14.36167,-16.41043,3.3,0.06,1074,Argileux,Urbain dense,73.3,20205,Partiel,2.25,3,2025,120.0,192.0,47.7,670.96,0.0,0,87.96,6.980075940561763,1,1,0.3,0.9802779874422503,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0407,Fatick,Fatick,14.31784,-16.43023,7.0,1.4,239,Argilo-sableux,Végétation naturelle,7.1,154,Inconnu,4.6,0,2025,120.0,192.0,49.1,729.72,0.0,0,8.52,5.480638923341991,0,1,0.0,0.6094058505900528,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0408,Fatick,Fatick,14.35984,-16.40424,3.1,1.18,1006,Argilo-sableux,Agricole,7.7,175,Partiel,2.2,1,2025,120.0,192.0,45.4,673.4300000000001,0.0,0,9.24,6.914730892718563,1,1,0.1,0.9325894947365305,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0409,Fatick,Fatick,14.33231,-16.41748,5.0,0.38,173,Latéritique,Urbain dense,75.6,20510,Aucun,2.1,4,2025,120.0,192.0,47.4,687.4,0.0,0,90.72,5.159055299214529,0,0,0.4,0.9856735184922909,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0410,Fatick,Fatick,14.32046,-16.41796,0.5,0.74,1082,Latéritique,Urbain lâche,78.4,5143,Complet,2.5,0,2025,120.0,192.0,45.2,663.72,0.0,0,94.08,6.9874902470009905,1,2,0.0,0.9057498917633298,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0411,Fatick,Fatick,14.3434,-16.41374,5.4,0.6,336,Sableux,Agricole,0.0,370,Aucun,2.1,0,2025,120.0,192.0,48.7,693.52,0.0,0,0.0,5.820082930352362,0,0,0.0,0.9005353427155455,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0412,Fatick,Fatick,14.36007,-16.40632,7.3,0.21,493,Latéritique,Urbain lâche,51.1,4755,Partiel,4.3,0,2025,120.0,192.0,44.1,595.64,0.0,0,61.32,6.202535517187923,0,1,0.0,0.8976541086977925,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0413,Louga,Louga,15.60916,-16.21419,35.2,0.45,6440,Hydromorphe,Urbain lâche,39.3,4645,Complet,7.9,0,2025,120.0,192.0,20.9,315.26,0.0,0,47.16,8.77043908654689,0,2,0.0,0.4735220987288203,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0414,Louga,Louga,15.61002,-16.21744,0.5,1.22,2981,Latéritique,Urbain lâche,59.6,10683,Complet,1.6,1,2025,120.0,192.0,27.7,389.75,0.0,0,71.52,8.000349495324684,1,2,0.1,0.9003563760760769,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0415,Louga,Louga,15.61256,-16.21366,55.6,0.72,36789,Hydromorphe,Zone humide (Niayes/bas-fond),15.6,249,Partiel,7.35,0,2025,120.0,192.0,28.2,392.32,0.0,0,18.72,10.51298134809882,0,1,0.0,0.1593136503364468,Faible,pluie_max_24h_mm,Pluie extrême (24h)
Z0416,Louga,Louga,15.62004,-16.2288,25.8,2.74,20591,Sableux,Urbain lâche,72.6,5721,Aucun,5.3,0,2025,120.0,192.0,27.0,388.90999999999997,0.0,0,87.12,9.932657929835909,1,0,0.0,0.6939722788248439,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0417,Louga,Louga,15.58093,-16.23327,33.7,3.37,2618,Sableux,Végétation naturelle,0.0,216,Aucun,7.0,0,2025,120.0,192.0,25.9,373.5,0.0,0,0.0,7.870547844507712,1,0,0.0,0.7094174099698984,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0418,Louga,Louga,15.62549,-16.23128,37.2,2.65,6320,Hydromorphe,Zone humide (Niayes/bas-fond),29.0,248,Complet,2.7,0,2025,120.0,192.0,24.5,367.43,0.0,0,34.8,8.751632702472298,0,2,0.0,0.4716762889978108,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0419,Louga,Louga,15.61227,-16.23354,28.9,1.25,6441,Argilo-sableux,Urbain lâche,40.6,4283,Inconnu,8.3,0,2025,120.0,192.0,23.4,346.83000000000004,0.0,0,48.72,8.770594329891145,1,1,0.0,0.6205854387766209,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0420,Louga,Louga,15.62314,-16.22225,13.3,11.5,4813,Sableux,Urbain lâche,57.7,4917,Complet,4.2,0,2025,120.0,192.0,29.0,384.15,0.0,0,69.24,8.479283618343016,1,2,0.0,0.35589014335983077,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0421,Louga,Louga,15.59887,-16.20329,34.4,4.18,3999,Latéritique,Urbain lâche,57.7,6376,Partiel,8.1,0,2025,120.0,192.0,25.1,371.38,0.0,0,69.24,8.294049640102028,0,1,0.0,0.6339193725119122,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0422,Louga,Louga,15.62546,-16.24378,35.6,0.94,1522,Sableux,Agricole,0.6,96,Partiel,7.7,0,2025,120.0,192.0,26.1,360.11,0.0,0,0.72,7.328437352895162,0,1,0.0,0.6702271725999441,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0423,Louga,Louga,15.62736,-16.20077,30.2,3.68,7281,Latéritique,Agricole,0.8,86,Complet,6.6,0,2025,120.0,192.0,23.3,351.8,0.0,0,0.96,8.893160828735379,1,2,0.0,0.4619626805441897,Modéré,pluie_max_24h_mm,Pluie extrême (24h)
Z0424,Louga,Louga,15.60086,-16.24068,57.2,1.77,2127,Hydromorphe,Urbain lâche,54.4,9608,Aucun,9.8,0,2025,120.0,192.0,26.2,355.15999999999997,0.0,0,65.28,7.662937850461535,0,0,0.0,0.7981202508117871,Très élevé,pluie_max_24h_mm,Pluie extrême (24h)
Z0425,Louga,Louga,15.62765,-16.21402,34.05,1.44,1686,Argilo-sableux,Agricole,8.3,304,Partiel,8.8,0,2025,120.0,192.0,23.9,357.15999999999997,0.0,0,9.96,7.430707082545968,0,1,0.0,0.6809603062637837,Élevé,pluie_max_24h_mm,Pluie extrême (24h)
